#BGC Name	Clan Number	Family Number
GD_ST_contig_1771940.region001	6264	2909
GD_ST_contig_18263816.region001	6264	2920
GD_ST_contig_18266361.region001	6264	2921
GD_ST_contig_18316216.region001	6264	2923
GD_ST_contig_18661744.region001	6264	2930
GD_ST_contig_18775541.region001	6264	2935
GD_ST_contig_19051624.region001	6264	2941
GD_ST_contig_19256071.region001	6264	2943
GD_ST_contig_19319984.region001	6264	2944
GD_ST_contig_19794404.region001	6264	2959
GD_ST_contig_1991660.region001	6264	2962
GD_ST_contig_680348.region001	6264	2962
GX_BH_contig_16304714.region001	6264	2962
GX_BH_contig_18494257.region001	6264	2962
HN_SY_contig_14093695.region001	6264	2962
HN_SY_contig_14244818.region001	6264	2962
JS_YC_contig_25272848.region001	6264	2962
JS_YC_contig_6582269.region001	6264	2962
LN_DD_contig_21844107.region001	6264	2962
LN_DD_contig_22019264.region001	6264	2962
LN_DD_contig_22189433.region001	6264	2962
LN_DD_contig_2848140.region001	6264	2962
LN_DD_contig_3037833.region001	6264	2962
LN_DD_contig_4563621.region001	6264	2962
LN_DD_contig_7206098.region001	6264	2962
LN_DD_contig_9188250.region001	6264	2962
SD_DY_contig_12464064.region001	6264	2962
SD_DY_contig_28778086.region001	6264	2962
SD_DY_contig_9762380.region001	6264	2962
SD_QD_contig_183065.region001	6264	2962
SD_QD_contig_21321412.region001	6264	2962
SD_QD_contig_5006522.region001	6264	2962
SD_QD_contig_6956646.region001	6264	2962
ZJ_NB_contig_12880739.region001	6264	2962
ZJ_NB_contig_15772162.region001	6264	2962
ZJ_NB_contig_17107926.region001	6264	2962
ZJ_WZ_contig_11861284.region001	6264	2962
ZJ_WZ_contig_17291498.region001	6264	2962
GD_ST_contig_19963258.region001	6264	2964
GD_ST_contig_20014836.region001	6264	2965
GD_ST_contig_20135236.region001	6264	2966
GD_ST_contig_20854125.region001	6264	2989
GD_ST_contig_2142516.region001	6264	3000
GD_ST_contig_21715399.region001	6264	3005
GD_ST_contig_21863811.region001	6264	3007
GD_ST_contig_22966730.region001	6264	3024
GD_ST_contig_23845253.region001	6264	3034
GD_ST_contig_23960823.region001	6264	3036
GD_ST_contig_23971624.region001	6264	3037
SD_DY_contig_28617177.region001	6264	3037
ZJ_WZ_contig_4824294.region001	6264	3037
GD_ST_contig_24029008.region001	6264	3039
GD_ST_contig_24320806.region001	6264	3044
GD_ST_contig_24329831.region001	6264	3045
GD_ST_contig_24338507.region001	6264	3046
GD_ST_contig_24479281.region001	6264	3047
GD_ST_contig_24672316.region001	6264	3050
GD_ST_contig_24979556.region001	6264	3054
FJ_XM_contig_8618480.region001	6264	3064
GD_ST_contig_2536127.region001	6264	3064
GD_ST_contig_2543071.region001	6264	3068
GD_ST_contig_25461139.region001	6264	3069
GD_ST_contig_25652283.region001	6264	3071
GD_ST_contig_25976314.region001	6264	3075
GD_ST_contig_26210141.region001	6264	3078
GD_ST_contig_26306497.region001	6264	3079
GD_ST_contig_26587334.region001	6264	3084
GD_ST_contig_2876290.region001	6264	3088
GD_ST_contig_3015468.region001	6264	3089
GD_ST_contig_3115199.region001	6264	3093
GD_ST_contig_3196150.region001	6264	3094
GD_ST_contig_3250876.region001	6264	3095
GD_ST_contig_3373341.region001	6264	3096
GD_ST_contig_4006385.region001	6264	3110
GD_ST_contig_413351.region001	6264	3111
GD_ST_contig_4142422.region001	6264	3112
GD_ST_contig_4308221.region001	6264	3120
GD_ST_contig_4676869.region001	6264	3128
GD_ST_contig_499982.region001	6264	3134
GD_ST_contig_5235024.region001	6264	3138
GD_ST_contig_5348169.region001	6264	3141
GD_ST_contig_5463286.region001	6264	3143
GD_ST_contig_5506199.region001	6264	3144
GD_ST_contig_5566784.region001	6264	3145
GD_ST_contig_6090584.region001	6264	3161
GD_ST_contig_6145624.region001	6264	3162
GD_ST_contig_6145992.region001	6264	3163
GD_ST_contig_6670212.region001	6264	3171
GD_ST_contig_6968607.region001	6264	3178
GD_ST_contig_7023274.region001	6264	3179
GD_ST_contig_7073652.region001	6264	3180
GD_ST_contig_7401905.region001	6264	3191
GD_ST_contig_7769404.region001	6264	3197
GD_ST_contig_7788705.region001	6264	3198
GD_ST_contig_7913890.region001	6264	3200
GD_ST_contig_8086298.region001	6264	3204
GD_ST_contig_8264189.region001	6264	3208
GD_ST_contig_8347076.region001	6264	3209
GD_ST_contig_8416256.region001	6264	3212
GD_ST_contig_8863659.region001	6264	3220
GD_ST_contig_9060030.region001	6264	3224
GD_ST_contig_946965.region001	6264	3236
GD_ST_contig_9801551.region001	6264	3242
GD_ST_contig_994955.region001	6264	3244
GD_ZH_contig_10334219.region001	6264	3253
GD_ZH_contig_1033906.region001	6264	3254
GD_ZH_contig_10447013.region001	6264	3256
GD_ZH_contig_10450014.region001	6264	3257
GD_ZH_contig_10480321.region001	6264	3258
GD_ZH_contig_10505396.region001	6264	3260
GD_ZH_contig_10506588.region001	6264	3261
GD_ZH_contig_1057872.region001	6264	3263
GD_ZH_contig_107649.region001	6264	3267
GD_ZH_contig_10806400.region001	6264	3269
GD_ZH_contig_10989498.region001	6264	3275
GD_ZH_contig_11051248.region001	6264	3281
GD_ZH_contig_11053742.region001	6264	3282
GD_ZH_contig_11182637.region001	6264	3285
GD_ZH_contig_11187011.region001	6264	3286
GD_ZH_contig_11297658.region001	6264	3288
GD_ZH_contig_11393162.region001	6264	3291
GD_ZH_contig_11491528.region001	6264	3294
GD_ZH_contig_11554550.region001	6264	3297
GD_ZH_contig_11700804.region001	6264	3301
GD_ZH_contig_11920709.region001	6264	3305
GD_ZH_contig_11938781.region001	6264	3307
GD_ZH_contig_11962797.region001	6264	3308
GD_ZH_contig_12190623.region001	6264	3310
GD_ZH_contig_12482744.region001	6264	3315
GD_ZH_contig_12969559.region001	6264	3325
GD_ZH_contig_12974443.region001	6264	3326
GD_ZH_contig_13216337.region001	6264	3331
GD_ZH_contig_13229836.region001	6264	3332
GD_ZH_contig_13254315.region001	6264	3333
GD_ZH_contig_13260165.region001	6264	3334
GD_ZH_contig_13358595.region001	6264	3337
GD_ZH_contig_13643586.region001	6264	3341
GD_ZH_contig_13764930.region001	6264	3342
GD_ZH_contig_14039701.region001	6264	3344
GD_ZH_contig_14224860.region001	6264	3348
GD_ZH_contig_1451428.region001	6264	3356
GD_ZH_contig_14519802.region001	6264	3358
GD_ZH_contig_14585737.region001	6264	3360
GD_ZH_contig_14663506.region002	6264	3365
GD_ZH_contig_15193249.region001	6264	3370
GD_ZH_contig_15304732.region001	6264	3377
GD_ZH_contig_15363659.region001	6264	3378
GD_ZH_contig_15368336.region001	6264	3379
GD_ZH_contig_15448967.region001	6264	3380
GD_ZH_contig_15455697.region001	6264	3382
GD_ZH_contig_1550518.region001	6264	3383
GD_ZH_contig_15564246.region001	6264	3385
GD_ZH_contig_15587974.region001	6264	3387
GD_ZH_contig_15682576.region001	6264	3389
GD_ST_contig_20937887.region001	6264	3390
GD_ZH_contig_15685282.region001	6264	3390
GD_ZH_contig_15704338.region001	6264	3392
GD_ZH_contig_15771047.region001	6264	3393
GD_ZH_contig_15934894.region001	6264	3395
GD_ZH_contig_15967899.region001	6264	3396
GD_ZH_contig_16308318.region001	6264	3399
GD_ZH_contig_16429043.region001	6264	3401
GD_ZH_contig_6837461.region001	6264	3401
GD_ZH_contig_16621459.region001	6264	3405
GD_ZH_contig_16873295.region001	6264	3408
GD_ZH_contig_16934612.region001	6264	3410
GD_ZH_contig_1704384.region001	6264	3416
GD_ZH_contig_20697680.region001	6264	3416
GD_ZH_contig_1714850.region001	6264	3419
GD_ZH_contig_17294908.region001	6264	3422
GD_ZH_contig_17484462.region001	6264	3427
GD_ZH_contig_17630677.region001	6264	3431
GD_ZH_contig_18005758.region001	6264	3441
GD_ZH_contig_18021622.region001	6264	3444
GD_ZH_contig_6099047.region001	6264	3444
GD_ZH_contig_18753543.region001	6264	3459
GD_ZH_contig_18934136.region001	6264	3461
GD_ZH_contig_19709380.region001	6264	3474
GD_ZH_contig_19768489.region001	6264	3477
GD_ZH_contig_19962963.region001	6264	3484
GD_ZH_contig_20049290.region001	6264	3487
GD_ZH_contig_20353209.region001	6264	3493
GD_ZH_contig_20360840.region001	6264	3494
GD_ZH_contig_20363708.region001	6264	3496
GD_ZH_contig_20709471.region001	6264	3505
GD_ZH_contig_20981959.region001	6264	3511
GD_ZH_contig_21030047.region001	6264	3513
GD_ZH_contig_21233928.region001	6264	3517
GD_ZH_contig_2133679.region001	6264	3520
GD_ZH_contig_2138981.region001	6264	3524
GD_ZH_contig_21656148.region001	6264	3526
GD_ZH_contig_22211400.region001	6264	3533
GD_ZH_contig_22468248.region001	6264	3542
GD_ZH_contig_2254845.region001	6264	3545
GD_ZH_contig_22704700.region001	6264	3550
GD_ST_contig_20315220.region001	6264	3552
GD_ZH_contig_22740977.region001	6264	3552
GD_ZH_contig_22987582.region001	6264	3558
GD_ZH_contig_2357645.region001	6264	3570
GD_ZH_contig_23591698.region001	6264	3571
GD_ZH_contig_16444328.region001	6264	3572
GD_ZH_contig_23627666.region001	6264	3572
HN_SY_contig_10302911.region001	6264	3572
HN_SY_contig_14763291.region001	6264	3572
HN_SY_contig_33279160.region001	6264	3572
GD_ZH_contig_23769194.region001	6264	3577
GD_ZH_contig_23790124.region001	6264	3578
GD_ZH_contig_24026580.region001	6264	3584
GD_ZH_contig_24067008.region001	6264	3586
GD_ZH_contig_24119663.region001	6264	3588
GD_ZH_contig_24368148.region001	6264	3591
GD_ZH_contig_24475604.region001	6264	3596
GD_ZH_contig_24573618.region001	6264	3598
GD_ZH_contig_24714036.region001	6264	3601
GD_ZH_contig_24896715.region001	6264	3606
GD_ZH_contig_25074780.region001	6264	3610
JS_LYG_contig_12375986.region001	6264	3610
JS_YC_contig_25899018.region001	6264	3610
SD_QD_contig_18601582.region001	6264	3610
ZJ_NB_contig_6274699.region001	6264	3610
GD_ZH_contig_25086194.region001	6264	3611
GD_ZH_contig_25109021.region001	6264	3612
GD_ZH_contig_25558588.region001	6264	3624
GD_ZH_contig_11336618.region001	6264	3644
GD_ZH_contig_16910736.region001	6264	3644
GD_ZH_contig_26548466.region001	6264	3644
GX_BH_contig_33475434.region001	6264	3644
SD_DY_contig_4062757.region001	6264	3644
ZJ_NB_contig_10081781.region001	6264	3644
GD_ZH_contig_26729064.region001	6264	3645
GD_ZH_contig_26795508.region001	6264	3646
GD_ZH_contig_26806003.region001	6264	3647
GD_ZH_contig_26873247.region001	6264	3650
GD_ZH_contig_2721756.region001	6264	3655
GD_ZH_contig_3134684.region001	6264	3660
GD_ZH_contig_3478849.region001	6264	3668
GD_ZH_contig_350568.region001	6264	3670
GD_ZH_contig_3646268.region001	6264	3672
GD_ZH_contig_4061311.region001	6264	3677
GD_ZH_contig_4147373.region001	6264	3682
GD_ZH_contig_4220545.region001	6264	3684
GD_ZH_contig_4284290.region001	6264	3685
GD_ZH_contig_4655867.region001	6264	3694
GD_ZH_contig_472991.region001	6264	3696
GD_ZH_contig_5042273.region001	6264	3702
GD_ZH_contig_5082637.region001	6264	3703
GD_ZH_contig_5388343.region001	6264	3710
GD_ZH_contig_5563401.region001	6264	3716
GD_ZH_contig_5796969.region001	6264	3720
GD_ZH_contig_6097759.region001	6264	3726
GD_ZH_contig_6160033.region001	6264	3728
GD_ZH_contig_6393496.region001	6264	3733
GD_ZH_contig_6433603.region001	6264	3734
GD_ZH_contig_6465674.region001	6264	3736
GD_ZH_contig_6490893.region001	6264	3738
GD_ZH_contig_6759006.region001	6264	3742
GD_ZH_contig_6974854.region001	6264	3749
GD_ZH_contig_7049771.region001	6264	3750
GD_ZH_contig_7134162.region001	6264	3752
GD_ZH_contig_7249302.region001	6264	3755
GD_ZH_contig_751102.region001	6264	3759
GD_ZH_contig_7558866.region001	6264	3761
GD_ZH_contig_7592191.region001	6264	3764
GD_ZH_contig_7973695.region001	6264	3771
GD_ZH_contig_8114372.region001	6264	3773
GD_ZH_contig_8117939.region001	6264	3774
GD_ZH_contig_8853291.region001	6264	3796
GD_ZH_contig_9087976.region001	6264	3799
GD_ZH_contig_9171408.region001	6264	3801
GD_ZH_contig_9172231.region001	6264	3802
GD_ZH_contig_9195269.region001	6264	3803
GD_ZH_contig_925149.region001	6264	3806
GD_ZH_contig_9572792.region001	6264	3810
GD_ZH_contig_9883121.region001	6264	3818
GD_ZH_contig_9934189.region001	6264	3820
GD_ZH_contig_9938502.region001	6264	3821
GX_BH_contig_10070611.region001	6264	3824
GX_BH_contig_1010100.region001	6264	3825
GX_BH_contig_10194139.region001	6264	3828
GX_BH_contig_10205505.region001	6264	3829
GX_BH_contig_5742228.region001	6264	3829
GX_BH_contig_10342472.region001	6264	3835
GX_BH_contig_10690181.region001	6264	3841
GX_BH_contig_1080783.region001	6264	3842
GD_ZH_contig_2698405.region001	6264	3843
GX_BH_contig_10937431.region001	6264	3843
GX_BH_contig_11559978.region001	6264	3850
GX_BH_contig_12734561.region001	6264	3868
GX_BH_contig_12786317.region001	6264	3870
GX_BH_contig_13198100.region001	6264	3873
GX_BH_contig_13236310.region001	6264	3874
GX_BH_contig_13436386.region001	6264	3879
GX_BH_contig_13691841.region001	6264	3883
GX_BH_contig_13749581.region001	6264	3886
GX_BH_contig_14905298.region001	6264	3906
GX_BH_contig_15115072.region001	6264	3909
GX_BH_contig_1519316.region001	6264	3914
GX_BH_contig_15193641.region001	6264	3915
GX_BH_contig_1551122.region001	6264	3916
GX_BH_contig_15578517.region001	6264	3919
GX_BH_contig_15730244.region001	6264	3920
GX_BH_contig_15833033.region001	6264	3922
GX_BH_contig_1586683.region001	6264	3923
GX_BH_contig_16036022.region001	6264	3925
GX_BH_contig_16258277.region001	6264	3928
GX_BH_contig_16403714.region001	6264	3931
GX_BH_contig_16477031.region001	6264	3933
GX_BH_contig_16674494.region001	6264	3935
GX_BH_contig_1823229.region001	6264	3951
GX_BH_contig_18310404.region001	6264	3954
GX_BH_contig_18343453.region001	6264	3955
GX_BH_contig_18687741.region001	6264	3961
GX_BH_contig_18875143.region001	6264	3964
GX_BH_contig_19018251.region001	6264	3967
GX_BH_contig_19084213.region001	6264	3968
GX_BH_contig_20167490.region002	6264	3983
GX_BH_contig_20731538.region001	6264	3988
GX_BH_contig_2078608.region001	6264	3989
FJ_XM_contig_15673222.region001	6264	3997
GX_BH_contig_21460451.region001	6264	3997
GX_BH_contig_21558161.region001	6264	3999
GX_BH_contig_2194985.region001	6264	4008
GX_BH_contig_22645854.region001	6264	4019
GX_BH_contig_22782130.region001	6264	4022
FJ_XM_contig_24052724.region001	6264	4025
GX_BH_contig_22898418.region001	6264	4025
GX_BH_contig_2364428.region001	6264	4035
GX_BH_contig_23736266.region001	6264	4037
GX_BH_contig_23830982.region001	6264	4038
GX_BH_contig_24087949.region001	6264	4042
GX_BH_contig_24591472.region001	6264	4051
GX_BH_contig_24642363.region001	6264	4053
GX_BH_contig_24689953.region001	6264	4056
GX_BH_contig_2507503.region002	6264	4062
GX_BH_contig_25226217.region001	6264	4068
GX_BH_contig_25580373.region001	6264	4071
GX_BH_contig_25638191.region001	6264	4072
GX_BH_contig_25748263.region001	6264	4074
GX_BH_contig_8395645.region001	6264	4074
GX_BH_contig_25848288.region001	6264	4075
GX_BH_contig_26421917.region001	6264	4081
GX_BH_contig_27072363.region001	6264	4089
GX_BH_contig_28310129.region001	6264	4099
GX_BH_contig_28312508.region001	6264	4100
GX_BH_contig_28831376.region001	6264	4102
GX_BH_contig_28949178.region001	6264	4105
GX_BH_contig_29198574.region001	6264	4106
GX_BH_contig_29314756.region001	6264	4109
GX_BH_contig_29427728.region001	6264	4110
GX_BH_contig_30114697.region001	6264	4118
GX_BH_contig_30400734.region001	6264	4121
GX_BH_contig_30843787.region001	6264	4125
GX_BH_contig_31076881.region001	6264	4126
GX_BH_contig_31098300.region001	6264	4127
GX_BH_contig_3199633.region001	6264	4134
GX_BH_contig_32386973.region001	6264	4139
GX_BH_contig_32389621.region001	6264	4140
GX_BH_contig_32392805.region001	6264	4141
GX_BH_contig_32425763.region001	6264	4142
GX_BH_contig_32446538.region001	6264	4143
GX_BH_contig_32470050.region001	6264	4146
GX_BH_contig_32636730.region001	6264	4149
GX_BH_contig_32910462.region001	6264	4153
GX_BH_contig_32956279.region001	6264	4155
GX_BH_contig_33176036.region001	6264	4158
GX_BH_contig_33405418.region001	6264	4165
GX_BH_contig_3374856.region001	6264	4171
GX_BH_contig_3448683.region001	6264	4178
GX_BH_contig_3693063.region001	6264	4183
FJ_XM_contig_13204604.region001	6264	4191
FJ_XM_contig_20019707.region001	6264	4191
FJ_XM_contig_21338594.region001	6264	4191
GX_BH_contig_10278212.region001	6264	4191
GX_BH_contig_16667050.region001	6264	4191
GX_BH_contig_3268090.region001	6264	4191
GX_BH_contig_4654355.region001	6264	4191
HN_SY_contig_13699430.region001	6264	4191
HN_SY_contig_17432462.region001	6264	4191
HN_SY_contig_24457437.region001	6264	4191
HN_SY_contig_27828878.region001	6264	4191
JS_LYG_contig_11645590.region001	6264	4191
JS_LYG_contig_8216209.region001	6264	4191
GX_BH_contig_5057668.region001	6264	4195
GX_BH_contig_5392000.region001	6264	4199
GX_BH_contig_5420811.region001	6264	4200
GX_BH_contig_5480188.region001	6264	4201
GX_BH_contig_5955904.region001	6264	4206
GX_BH_contig_6043690.region001	6264	4208
GX_BH_contig_6457212.region001	6264	4216
ZJ_WZ_contig_5071952.region001	6264	4216
GX_BH_contig_6545612.region001	6264	4219
GX_BH_contig_7394459.region001	6264	4230
GX_BH_contig_8295548.region001	6264	4243
SD_QD_contig_12648874.region001	6264	4243
GX_BH_contig_8680612.region001	6264	4248
GX_BH_contig_9964672.region001	6264	4248
GX_BH_contig_9375672.region001	6264	4257
GX_BH_contig_9689476.region001	6264	4261
HN_SY_contig_10001047.region001	6264	4266
HN_SY_contig_10054451.region001	6264	4267
HN_SY_contig_10066258.region001	6264	4268
HN_SY_contig_10069664.region001	6264	4269
HN_SY_contig_10282575.region001	6264	4274
HN_SY_contig_10458240.region001	6264	4279
HN_SY_contig_10483413.region001	6264	4281
HN_SY_contig_1051944.region001	6264	4283
HN_SY_contig_10722755.region001	6264	4289
HN_SY_contig_10753762.region001	6264	4291
HN_SY_contig_10776316.region001	6264	4292
HN_SY_contig_10786892.region001	6264	4294
HN_SY_contig_10976708.region001	6264	4300
HN_SY_contig_11031887.region001	6264	4301
HN_SY_contig_11085343.region001	6264	4303
HN_SY_contig_21087927.region001	6264	4303
HN_SY_contig_7113403.region001	6264	4303
HN_SY_contig_1122184.region001	6264	4306
HN_SY_contig_11273986.region001	6264	4307
HN_SY_contig_11457047.region001	6264	4316
HN_SY_contig_11483605.region001	6264	4319
HN_SY_contig_11487630.region001	6264	4321
HN_SY_contig_11539791.region001	6264	4323
HN_SY_contig_9280939.region001	6264	4323
HN_SY_contig_11719616.region001	6264	4328
HN_SY_contig_11734991.region001	6264	4329
HN_SY_contig_11734991.region002	6264	4330
HN_SY_contig_11988700.region001	6264	4334
HN_SY_contig_12135103.region001	6264	4339
HN_SY_contig_12265965.region001	6264	4341
HN_SY_contig_12290158.region001	6264	4342
HN_SY_contig_12290739.region001	6264	4343
HN_SY_contig_12441281.region001	6264	4344
HN_SY_contig_12459224.region001	6264	4346
HN_SY_contig_12483767.region001	6264	4347
HN_SY_contig_12569236.region001	6264	4349
HN_SY_contig_12662041.region001	6264	4354
HN_SY_contig_13098622.region001	6264	4364
HN_SY_contig_13110987.region001	6264	4365
HN_SY_contig_13116292.region001	6264	4367
HN_SY_contig_13164163.region001	6264	4371
HN_SY_contig_13171000.region001	6264	4372
HN_SY_contig_13273584.region001	6264	4374
HN_SY_contig_13291040.region001	6264	4376
HN_SY_contig_13405897.region001	6264	4385
HN_SY_contig_13408442.region001	6264	4386
HN_SY_contig_13439819.region001	6264	4389
HN_SY_contig_13500766.region001	6264	4390
HN_SY_contig_13715674.region001	6264	4396
HN_SY_contig_13784673.region001	6264	4398
HN_SY_contig_13876404.region001	6264	4401
HN_SY_contig_6564202.region001	6264	4401
HN_SY_contig_14027799.region001	6264	4408
HN_SY_contig_14172014.region001	6264	4417
HN_SY_contig_1471162.region001	6264	4424
HN_SY_contig_1482582.region001	6264	4429
HN_SY_contig_15159903.region001	6264	4439
HN_SY_contig_15299645.region001	6264	4442
HN_SY_contig_15734526.region001	6264	4450
HN_SY_contig_15796390.region001	6264	4452
HN_SY_contig_15829486.region001	6264	4453
HN_SY_contig_15868829.region001	6264	4455
FJ_XM_contig_26505623.region001	6264	4457
GD_ST_contig_11229960.region001	6264	4457
HN_SY_contig_15952146.region001	6264	4457
HN_SY_contig_4098069.region001	6264	4457
LN_DD_contig_9001783.region001	6264	4457
SD_DY_contig_15340599.region001	6264	4457
SD_DY_contig_2315918.region001	6264	4457
HN_SY_contig_161754.region001	6264	4460
HN_SY_contig_16433654.region001	6264	4467
HN_SY_contig_1653009.region001	6264	4469
HN_SY_contig_16617557.region001	6264	4475
HN_SY_contig_16689619.region001	6264	4476
HN_SY_contig_16773070.region001	6264	4478
HN_SY_contig_16973982.region001	6264	4479
HN_SY_contig_17041217.region001	6264	4480
HN_SY_contig_17406951.region001	6264	4483
HN_SY_contig_1748912.region001	6264	4487
HN_SY_contig_17592482.region001	6264	4490
HN_SY_contig_17758523.region001	6264	4498
HN_SY_contig_18011797.region001	6264	4504
HN_SY_contig_18251280.region001	6264	4510
HN_SY_contig_18376976.region001	6264	4517
HN_SY_contig_18414119.region001	6264	4521
HN_SY_contig_18766276.region001	6264	4525
HN_SY_contig_19095624.region001	6264	4530
HN_SY_contig_19482158.region001	6264	4530
HN_SY_contig_19129317.region001	6264	4535
HN_SY_contig_1940034.region001	6264	4548
HN_SY_contig_19518926.region001	6264	4552
HN_SY_contig_19537929.region001	6264	4553
HN_SY_contig_19671979.region001	6264	4560
HN_SY_contig_196751.region001	6264	4561
HN_SY_contig_2004216.region001	6264	4568
HN_SY_contig_20151760.region001	6264	4571
HN_SY_contig_20680269.region001	6264	4583
HN_SY_contig_21369360.region001	6264	4606
HN_SY_contig_21703409.region001	6264	4612
HN_SY_contig_21744782.region001	6264	4616
HN_SY_contig_23551998.region001	6264	4616
HN_SY_contig_21759048.region001	6264	4617
HN_SY_contig_21810614.region001	6264	4620
HN_SY_contig_21997029.region001	6264	4626
HN_SY_contig_22270933.region001	6264	4632
HN_SY_contig_22403217.region001	6264	4634
HN_SY_contig_22424940.region001	6264	4635
HN_SY_contig_22428802.region001	6264	4636
HN_SY_contig_22497515.region001	6264	4637
