gcf_id	id_in_run	clustering_id	bgc_id	bgc_name	membership_value
2	2	1	6934	SD_QD_contig_18252412/SD_QD_contig_18252412.region001	0.559016994374947
41	41	1	3518	HN_SY_contig_13595534/HN_SY_contig_13595534.region001	1.05865907062431
524	524	1	4621	LN_DD_contig_18196569/LN_DD_contig_18196569.region001	1.10435172134722
504	504	1	4202	JS_YC_contig_3873111/JS_YC_contig_3873111.region001	0.681589285580171
124	124	1	3437	HN_SY_contig_33985469/HN_SY_contig_33985469.region001	1.0117341543121
41	41	1	1086	SD_DY_contig_24215210/SD_DY_contig_24215210.region001	1.10383534513486
56	56	1	3579	HN_SY_contig_9482023/HN_SY_contig_9482023.region001	1.04204600274635
38	38	1	5410	SD_DY_contig_17929086/SD_DY_contig_17929086.region001	0.605810893055373
310	310	1	3397	HN_SY_contig_30215941/HN_SY_contig_30215941.region001	1.00453604887725
393	393	1	3778	HN_SY_contig_31873682/HN_SY_contig_31873682.region001	1.13281791420116
14	14	1	5320	SD_DY_contig_18481886/SD_DY_contig_18481886.region001	0.823711973429984
300	300	1	3812	JS_LYG_contig_13405568/JS_LYG_contig_13405568.region001	1.11996819698177
251	251	1	5285	SD_DY_contig_25257283/SD_DY_contig_25257283.region001	0.907841446635032
56	56	1	4167	JS_YC_contig_12211745/JS_YC_contig_12211745.region001	1.11574914476381
67	67	1	6592	SD_DY_contig_17620589/SD_DY_contig_17620589.region001	0.933967929360829
530	530	1	4625	LN_DD_contig_17429144/LN_DD_contig_17429144.region001	1.22013850647178
22	22	1	6574	SD_DY_contig_15738582/SD_DY_contig_15738582.region001	0.891296498530664
90	90	1	3061	HN_SY_contig_29426216/HN_SY_contig_29426216.region001	0.85121680328588
50	50	1	3242	HN_SY_contig_16617557/HN_SY_contig_16617557.region001	0.683831542202135
14	14	1	2225	GD_ZH_contig_19768489/GD_ZH_contig_19768489.region001	0.780445414355806
55	55	1	4819	SD_DY_contig_21576156/SD_DY_contig_21576156.region001	1.3570167803984
14	14	1	6137	SD_DY_contig_14194785/SD_DY_contig_14194785.region001	0.722021328731654
393	393	1	5763	SD_DY_contig_24593887/SD_DY_contig_24593887.region001	1.20231171590037
172	172	1	5929	SD_DY_contig_15562963/SD_DY_contig_15562963.region001	1.17548089404499
334	334	1	2697	GX_BH_contig_33181134/GX_BH_contig_33181134.region001	0.977788394982775
23	23	1	4203	JS_YC_contig_8514560/JS_YC_contig_8514560.region001	1.20858047307289
67	67	1	5307	SD_DY_contig_2338711/SD_DY_contig_2338711.region001	0.97902436749726
235	235	1	5540	SD_DY_contig_20602565/SD_DY_contig_20602565.region001	1.17474919559066
1	1	1	3412	HN_SY_contig_6652238/HN_SY_contig_6652238.region001	0.318044639012944
210	210	1	5404	SD_DY_contig_5202986/SD_DY_contig_5202986.region001	1.13605086361791
8	8	1	4219	JS_YC_contig_18374945/JS_YC_contig_18374945.region001	0.724950486733151
93	93	1	3819	JS_LYG_contig_13055656/JS_LYG_contig_13055656.region001	1.09226187343953
374	374	1	7680	ZJ_WZ_contig_17596874/ZJ_WZ_contig_17596874.region001	1.02595037277713
210	210	1	4035	JS_YC_contig_24171547/JS_YC_contig_24171547.region001	1.16473223816157
149	149	1	3614	HN_SY_contig_21350877/HN_SY_contig_21350877.region001	0.988785732711629
264	264	1	6067	SD_DY_contig_13442537/SD_DY_contig_13442537.region001	1.09298225645129
1	1	1	6783	SD_QD_contig_123332/SD_QD_contig_123332.region001	1.08738982441963
41	41	1	2262	GD_ZH_contig_14125351/GD_ZH_contig_14125351.region001	1.02743859520291
22	22	1	3483	HN_SY_contig_10722755/HN_SY_contig_10722755.region001	0.846377277865577
8	8	1	6790	SD_QD_contig_6893032/SD_QD_contig_6893032.region001	0.806014237826588
19	19	1	7612	ZJ_WZ_contig_9334491/ZJ_WZ_contig_9334491.region001	0.970226359885634
172	172	1	7458	ZJ_WZ_contig_8424567/ZJ_WZ_contig_8424567.region001	1.14888244198059
41	41	1	6879	SD_QD_contig_28963151/SD_QD_contig_28963151.region001	1.08898484319925
14	14	1	6422	SD_DY_contig_5086065/SD_DY_contig_5086065.region001	0.722021328731654
2	2	1	6757	SD_QD_contig_21566149/SD_QD_contig_21566149.region001	0.433012701892219
203	203	1	3216	HN_SY_contig_30928540/HN_SY_contig_30928540.region001	1.01816339823942
504	504	1	6915	SD_QD_contig_8032616/SD_QD_contig_8032616.region001	0.951116000663652
374	374	1	6466	SD_DY_contig_7909231/SD_DY_contig_7909231.region001	1.07664273255749
57	57	1	3020	HN_SY_contig_17651287/HN_SY_contig_17651287.region001	0.902064431370335
11	11	1	4444	LN_DD_contig_3507685/LN_DD_contig_3507685.region001	0.794652859731261
67	67	1	2993	GX_BH_contig_3676821/GX_BH_contig_3676821.region001	0.933967929360829
14	14	1	6138	SD_DY_contig_24285842/SD_DY_contig_24285842.region001	0.851433343251428
251	251	1	4332	JS_YC_contig_15625613/JS_YC_contig_15625613.region001	0.907841446635032
26	26	1	2285	GD_ZH_contig_25074780/GD_ZH_contig_25074780.region001	0.91478959543952
14	14	1	5887	SD_DY_contig_23694686/SD_DY_contig_23694686.region001	0.717070042205816
23	23	1	4576	LN_DD_contig_9721466/LN_DD_contig_9721466.region001	0.881581541651172
190	190	1	6162	SD_DY_contig_20526129/SD_DY_contig_20526129.region001	1.22838951529471
45	45	1	6948	SD_QD_contig_8613174/SD_QD_contig_8613174.region001	0.76536686473018
11	11	1	3768	HN_SY_contig_22972429/HN_SY_contig_22972429.region001	0.895196701648132
14	14	1	1863	GD_ST_contig_4142422/GD_ST_contig_4142422.region001	0.61806377479592
210	210	1	5890	SD_DY_contig_5730656/SD_DY_contig_5730656.region001	1.2064765308292
56	56	1	3014	GX_BH_contig_9406250/GX_BH_contig_9406250.region001	1.0699703987969
202	202	1	6243	SD_DY_contig_8916378/SD_DY_contig_8916378.region001	1.05175122662316
14	14	1	6344	SD_DY_contig_20477909/SD_DY_contig_20477909.region001	0.615174896153765
22	22	1	6458	SD_DY_contig_1518807/SD_DY_contig_1518807.region001	0.862264901858494
126	126	1	3455	HN_SY_contig_21918008/HN_SY_contig_21918008.region001	1.110002762617
14	14	1	2470	GD_ZH_contig_13254315/GD_ZH_contig_13254315.region001	0.887976021555476
439	439	1	3852	JS_LYG_contig_1064328/JS_LYG_contig_1064328.region001	1.05914311232269
386	386	1	6878	SD_QD_contig_21846895/SD_QD_contig_21846895.region001	1.06357413537038
368	368	1	2331	GD_ZH_contig_10222159/GD_ZH_contig_10222159.region001	1.23160195370767
14	14	1	5716	SD_DY_contig_20972572/SD_DY_contig_20972572.region001	0.890400687491835
93	93	1	7572	ZJ_WZ_contig_15722792/ZJ_WZ_contig_15722792.region001	1.14419127526381
212	212	1	7560	ZJ_WZ_contig_25199913/ZJ_WZ_contig_25199913.region001	1.25031119563982
202	202	1	6461	SD_DY_contig_10515637/SD_DY_contig_10515637.region001	1.19944095336627
22	22	1	2764	GX_BH_contig_15578517/GX_BH_contig_15578517.region001	0.846377277865577
1	1	1	5884	SD_DY_contig_21574971/SD_DY_contig_21574971.region001	0.47430939605149
530	530	1	2062	GD_ST_contig_3709181/GD_ST_contig_3709181.region001	1.17545536838957
267	267	1	1625	FJ_XM_contig_6746499/FJ_XM_contig_6746499.region001	1.04923495696078
278	278	1	3077	HN_SY_contig_26601434/HN_SY_contig_26601434.region001	1.16651712681147
56	56	1	5928	SD_DY_contig_14797303/SD_DY_contig_14797303.region001	1.01335240137757
34	34	1	7268	ZJ_NB_contig_4644635/ZJ_NB_contig_4644635.region001	0.843020318592257
105	105	1	7627	ZJ_WZ_contig_23684575/ZJ_WZ_contig_23684575.region001	0.703122932839449
14	14	1	6449	SD_DY_contig_24434161/SD_DY_contig_24434161.region001	0.615174896153765
38	38	1	5324	SD_DY_contig_18356861/SD_DY_contig_18356861.region001	0.74947112024308
210	210	1	5568	SD_DY_contig_23055043/SD_DY_contig_23055043.region001	1.15048093233653
386	386	1	4604	LN_DD_contig_6812143/LN_DD_contig_6812143.region001	1.00812984614026
251	251	1	4772	LN_DD_contig_6882345/LN_DD_contig_6882345.region001	0.678302410303804
334	334	1	5237	SD_DY_contig_8474225/SD_DY_contig_8474225.region001	1.13560824954962
34	34	1	2107	GD_ST_contig_337562/GD_ST_contig_337562.region001	1.25390445773608
38	38	1	6680	SD_QD_contig_6635728/SD_QD_contig_6635728.region001	0.664717388633409
95	95	1	6090	SD_DY_contig_6671884/SD_DY_contig_6671884.region001	1.08556809002347
38	38	1	7224	ZJ_NB_contig_5985294/ZJ_NB_contig_5985294.region001	0.836386757984536
14	14	1	2445	GD_ZH_contig_20363708/GD_ZH_contig_20363708.region001	0.668067959973701
23	23	1	4280	JS_YC_contig_15129040/JS_YC_contig_15129040.region001	0.924610432999958
264	264	1	4003	JS_YC_contig_27170407/JS_YC_contig_27170407.region001	1.1148571349963
303	303	1	2881	GX_BH_contig_24646393/GX_BH_contig_24646393.region001	1.25254516343355
504	504	1	7064	SD_QD_contig_6572884/SD_QD_contig_6572884.region001	0.950729518593535
23	23	1	6710	SD_QD_contig_27434611/SD_QD_contig_27434611.region001	0.882635934119354
504	504	1	6913	SD_QD_contig_23676596/SD_QD_contig_23676596.region001	1.04025555172311
253	253	1	7400	ZJ_WZ_contig_1315878/ZJ_WZ_contig_1315878.region001	1.1874026632062
14	14	1	3058	HN_SY_contig_23551998/HN_SY_contig_23551998.region001	0.61806377479592
1	1	1	5224	SD_DY_contig_20778360/SD_DY_contig_20778360.region001	1.08738982441963
98	98	1	6845	SD_QD_contig_11382305/SD_QD_contig_11382305.region001	0.773872505136012
70	70	1	6141	SD_DY_contig_4854512/SD_DY_contig_4854512.region001	0.958288006259693
38	38	1	6805	SD_QD_contig_28465332/SD_QD_contig_28465332.region001	0.74947112024308
60	60	1	1509	FJ_XM_contig_9954430/FJ_XM_contig_9954430.region001	1.03340362125006
464	464	1	3862	JS_LYG_contig_17745713/JS_LYG_contig_17745713.region001	1.21434360718776
1	1	1	6951	SD_QD_contig_4280079/SD_QD_contig_4280079.region001	1.08738982441963
264	264	1	1866	GD_ST_contig_16622138/GD_ST_contig_16622138.region001	1.13535190219942
504	504	1	1976	GD_ST_contig_20665579/GD_ST_contig_20665579.region001	0.937352947829405
251	251	1	4827	SD_DY_contig_14791280/SD_DY_contig_14791280.region001	0.916782266294298
2	2	1	7217	ZJ_NB_contig_23273957/ZJ_NB_contig_23273957.region001	0.7225877017147
1	1	1	7261	ZJ_NB_contig_21688632/ZJ_NB_contig_21688632.region001	0.307464828190206
41	41	1	1875	GD_ST_contig_18669066/GD_ST_contig_18669066.region001	1.14398056773166
55	55	1	6784	SD_QD_contig_14330636/SD_QD_contig_14330636.region001	1.3570167803984
24	24	1	6239	SD_DY_contig_14815095/SD_DY_contig_14815095.region001	0.894153177035366
38	38	1	5473	SD_DY_contig_2324048/SD_DY_contig_2324048.region001	0.641782493076836
83	83	1	2288	GD_ZH_contig_2254845/GD_ZH_contig_2254845.region001	0.951719944299866
369	369	1	3681	HN_SY_contig_13126230/HN_SY_contig_13126230.region001	1.14949864379011
38	38	1	4034	JS_YC_contig_19173091/JS_YC_contig_19173091.region001	0.788438860497006
2	2	1	4256	JS_YC_contig_2301486/JS_YC_contig_2301486.region001	0.821475311316074
264	264	1	1510	FJ_XM_contig_33317161/FJ_XM_contig_33317161.region001	1.12970862566033
14	14	1	4020	JS_YC_contig_13453252/JS_YC_contig_13453252.region001	0.719549944261159
404	404	1	3828	JS_LYG_contig_6720158/JS_LYG_contig_6720158.region001	1.17064531226733
53	53	1	5100	SD_DY_contig_28110081/SD_DY_contig_28110081.region001	0.932002762925907
334	334	1	5855	SD_DY_contig_5181366/SD_DY_contig_5181366.region001	1.08853893012742
310	310	1	4899	SD_DY_contig_22827875/SD_DY_contig_22827875.region001	1.04662480809113
14	14	1	6460	SD_DY_contig_22883991/SD_DY_contig_22883991.region001	0.890400687491835
67	67	1	3383	HN_SY_contig_26196972/HN_SY_contig_26196972.region001	0.933967929360829
67	67	1	2734	GX_BH_contig_23290169/GX_BH_contig_23290169.region001	0.933967929360829
393	393	1	3382	HN_SY_contig_25315481/HN_SY_contig_25315481.region001	1.20397973223779
56	56	1	6321	SD_DY_contig_8557865/SD_DY_contig_8557865.region001	0.968719730203087
504	504	1	6572	SD_DY_contig_5347604/SD_DY_contig_5347604.region001	0.759731870437738
72	72	1	4928	SD_DY_contig_20355429/SD_DY_contig_20355429.region001	0.916529775294384
90	90	1	6603	SD_DY_contig_28828040/SD_DY_contig_28828040.region001	0.846318324735797
38	38	1	7043	SD_QD_contig_9124182/SD_QD_contig_9124182.region001	0.641782493076836
92	92	1	3800	HN_SY_contig_20938877/HN_SY_contig_20938877.region001	1.11265414123116
14	14	1	3387	HN_SY_contig_15868829/HN_SY_contig_15868829.region001	0.929650852432646
393	393	1	6649	SD_DY_contig_9413509/SD_DY_contig_9413509.region001	1.13384676564229
1	1	1	2380	GD_ZH_contig_9087976/GD_ZH_contig_9087976.region001	0.639743580175956
1	1	1	6939	SD_QD_contig_15918531/SD_QD_contig_15918531.region001	1.08738982441963
90	90	1	7518	ZJ_WZ_contig_11012928/ZJ_WZ_contig_11012928.region001	0.708203274561016
258	258	1	3655	HN_SY_contig_756309/HN_SY_contig_756309.region001	1.08114597279113
41	41	1	5606	SD_DY_contig_8839117/SD_DY_contig_8839117.region001	0.961962652657249
504	504	1	686	LN_DD_contig_16197706/LN_DD_contig_16197706.region001	0.821404772653513
57	57	1	6106	SD_DY_contig_27134276/SD_DY_contig_27134276.region001	1.07084796541714
55	55	1	5503	SD_DY_contig_17902771/SD_DY_contig_17902771.region001	1.3570167803984
264	264	1	6444	SD_DY_contig_6652816/SD_DY_contig_6652816.region001	1.14335168481189
41	41	1	4779	LN_DD_contig_588898/LN_DD_contig_588898.region001	1.09357599979805
46	46	1	7038	SD_QD_contig_6377203/SD_QD_contig_6377203.region001	1.00773648372897
14	14	1	5976	SD_DY_contig_8904451/SD_DY_contig_8904451.region001	0.905582965142283
202	202	1	4846	SD_DY_contig_23304412/SD_DY_contig_23304412.region001	1.0618201617846
353	353	1	5254	SD_DY_contig_17524507/SD_DY_contig_17524507.region001	1.16642865057904
14	14	1	6738	SD_QD_contig_16698985/SD_QD_contig_16698985.region001	0.890400687491835
26	26	1	3950	JS_LYG_contig_2220401/JS_LYG_contig_2220401.region001	0.91478959543952
439	439	1	6480	SD_DY_contig_20637901/SD_DY_contig_20637901.region001	1.17797096889298
2	2	1	5886	SD_DY_contig_5208478/SD_DY_contig_5208478.region001	0.7225877017147
14	14	1	6779	SD_QD_contig_2340128/SD_QD_contig_2340128.region001	0.81059489988198
334	334	1	6424	SD_DY_contig_16350434/SD_DY_contig_16350434.region001	0.984696743136024
8	8	1	3235	HN_SY_contig_22582413/HN_SY_contig_22582413.region001	0.724950486733151
10	10	1	3517	HN_SY_contig_25738213/HN_SY_contig_25738213.region001	1.09892912718843
14	14	1	7454	ZJ_WZ_contig_9999418/ZJ_WZ_contig_9999418.region001	0.719549944261159
297	297	1	3955	JS_LYG_contig_19422895/JS_LYG_contig_19422895.region001	1.10721711068191
528	528	1	1887	GD_ST_contig_12961546/GD_ST_contig_12961546.region001	1.22005768006189
393	393	1	1137	SD_DY_contig_13908508/SD_DY_contig_13908508.region001	1.1564466143697
1	1	1	3136	HN_SY_contig_7891710/HN_SY_contig_7891710.region001	0.47430939605149
189	189	1	1757	GD_ST_contig_22544323/GD_ST_contig_22544323.region001	1.03573450479321
504	504	1	3056	HN_SY_contig_11321767/HN_SY_contig_11321767.region001	0.884518963845971
386	386	1	1756	GD_ST_contig_760420/GD_ST_contig_760420.region001	1.14652951799468
57	57	1	2765	GX_BH_contig_32098062/GX_BH_contig_32098062.region001	0.9328503367654
22	22	1	7285	ZJ_NB_contig_15301682/ZJ_NB_contig_15301682.region001	0.891296498530664
291	291	1	4789	LN_DD_contig_5138621/LN_DD_contig_5138621.region001	1.05458728111639
288	288	1	1662	FJ_XM_contig_542069/FJ_XM_contig_542069.region001	1.16049504321205
34	34	1	1864	GD_ST_contig_180054/GD_ST_contig_180054.region001	1.11915084721711
230	230	1	3313	HN_SY_contig_14352062/HN_SY_contig_14352062.region001	1.25434566597299
57	57	1	3279	HN_SY_contig_22912160/HN_SY_contig_22912160.region001	1.14983731478935
530	530	1	3095	HN_SY_contig_9332183/HN_SY_contig_9332183.region001	0.814870973654933
11	11	1	4793	SD_DY_contig_8908299/SD_DY_contig_8908299.region001	0.99820193994482
53	53	1	7111	ZJ_NB_contig_3282648/ZJ_NB_contig_3282648.region001	1.29487854888086
300	300	1	3501	HN_SY_contig_15996005/HN_SY_contig_15996005.region001	1.13078654798466
38	38	1	5727	SD_DY_contig_20067646/SD_DY_contig_20067646.region001	0.719867980039895
235	235	1	6419	SD_DY_contig_475501/SD_DY_contig_475501.region001	1.16269319936009
83	83	1	7052	SD_QD_contig_29901735/SD_QD_contig_29901735.region001	0.82941480463547
192	192	1	7051	SD_QD_contig_25788924/SD_QD_contig_25788924.region001	1.04257207028537
38	38	1	7493	ZJ_WZ_contig_20292225/ZJ_WZ_contig_20292225.region001	0.816351193357592
297	297	1	7559	ZJ_WZ_contig_18917221/ZJ_WZ_contig_18917221.region001	1.09886281476235
248	248	1	7650	ZJ_WZ_contig_23619067/ZJ_WZ_contig_23619067.region001	1.19621581260372
171	171	1	4612	LN_DD_contig_10056158/LN_DD_contig_10056158.region001	1.09956549681034
393	393	1	7402	ZJ_WZ_contig_17014336/ZJ_WZ_contig_17014336.region001	1.17960210115073
251	251	1	1512	FJ_XM_contig_6733568/FJ_XM_contig_6733568.region001	0.654816502037157
83	83	1	4453	LN_DD_contig_13707941/LN_DD_contig_13707941.region001	0.993973242520327
22	22	1	6167	SD_DY_contig_23211322/SD_DY_contig_23211322.region001	0.862264901858494
196	196	1	6259	SD_DY_contig_28665194/SD_DY_contig_28665194.region001	1.085604749829
310	310	1	5034	SD_DY_contig_21315926/SD_DY_contig_21315926.region001	1.05315202778386
280	280	1	3179	HN_SY_contig_27936139/HN_SY_contig_27936139.region001	1.20949718890219
1	1	1	3219	HN_SY_contig_13549152/HN_SY_contig_13549152.region001	0.371500849855822
8	8	1	6702	SD_QD_contig_10358863/SD_QD_contig_10358863.region001	0.766554681609149
169	169	1	2907	GX_BH_contig_5057668/GX_BH_contig_5057668.region001	1.14213518238405
183	183	1	2929	GX_BH_contig_11814657/GX_BH_contig_11814657.region001	1.06650743384024
2	2	1	3524	HN_SY_contig_26409081/HN_SY_contig_26409081.region001	0.754855029877666
41	41	1	2037	GD_ST_contig_1275780/GD_ST_contig_1275780.region001	1.05865907062431
41	41	1	2065	GD_ST_contig_6423233/GD_ST_contig_6423233.region001	1.16133991190097
310	310	1	5892	SD_DY_contig_15811516/SD_DY_contig_15811516.region001	1.09839649546998
310	310	1	7358	ZJ_NB_contig_28631121/ZJ_NB_contig_28631121.region001	1.14651015852561
393	393	1	5208	SD_DY_contig_16994608/SD_DY_contig_16994608.region001	1.16227873514711
14	14	1	2987	GX_BH_contig_24087949/GX_BH_contig_24087949.region001	0.81059489988198
90	90	1	3290	HN_SY_contig_3984135/HN_SY_contig_3984135.region001	1.09641950437087
23	23	1	3251	HN_SY_contig_6243213/HN_SY_contig_6243213.region001	1.20858047307289
26	26	1	6718	SD_QD_contig_3277488/SD_QD_contig_3277488.region001	0.91478959543952
504	504	1	4688	LN_DD_contig_12982712/LN_DD_contig_12982712.region001	0.929063438623602
368	368	1	1649	FJ_XM_contig_17502524/FJ_XM_contig_17502524.region001	1.23160195370767
41	41	1	1650	FJ_XM_contig_7168626/FJ_XM_contig_7168626.region001	1.05865907062431
230	230	1	3178	HN_SY_contig_20916354/HN_SY_contig_20916354.region001	1.21224291939056
1	1	1	4201	JS_YC_contig_19800560/JS_YC_contig_19800560.region001	1.08738982441963
72	72	1	6158	SD_DY_contig_14815732/SD_DY_contig_14815732.region001	1.15866550174113
8	8	1	6898	SD_QD_contig_9907068/SD_QD_contig_9907068.region001	0.724950486733151
501	501	1	6442	SD_DY_contig_5882530/SD_DY_contig_5882530.region001	1.21607507579184
67	67	1	2064	GD_ST_contig_19359730/GD_ST_contig_19359730.region001	0.933967929360829
281	281	1	2369	GD_ZH_contig_23166278/GD_ZH_contig_23166278.region001	1.0585234465196
210	210	1	3761	HN_SY_contig_28926123/HN_SY_contig_28926123.region001	1.12143513133131
264	264	1	6544	SD_DY_contig_11848242/SD_DY_contig_11848242.region001	1.14876300631655
353	353	1	4540	LN_DD_contig_8003288/LN_DD_contig_8003288.region001	1.20631497558241
374	374	1	7215	ZJ_NB_contig_12825194/ZJ_NB_contig_12825194.region001	1.25541931895158
386	386	1	7468	ZJ_WZ_contig_26324836/ZJ_WZ_contig_26324836.region001	1.10115915982374
334	334	1	4282	JS_YC_contig_5699393/JS_YC_contig_5699393.region001	0.986292103089858
471	471	1	6235	SD_DY_contig_11159228/SD_DY_contig_11159228.region001	1.11375372542192
2	2	1	1599	FJ_XM_contig_6774938/FJ_XM_contig_6774938.region001	0.559016994374947
124	124	1	3409	HN_SY_contig_29596262/HN_SY_contig_29596262.region001	1.0117341543121
368	368	1	6639	SD_DY_contig_10764086/SD_DY_contig_10764086.region001	1.28777197990647
275	275	1	7223	ZJ_NB_contig_15054077/ZJ_NB_contig_15054077.region001	1.09158243076432
38	38	1	4116	JS_YC_contig_2123632/JS_YC_contig_2123632.region001	0.726483157256779
23	23	1	383	HN_SY_contig_28899292/HN_SY_contig_28899292.region001	0.882635934119354
258	258	1	6844	SD_QD_contig_5713408/SD_QD_contig_5713408.region001	1.02451754552822
75	75	1	3922	JS_LYG_contig_19358590/JS_LYG_contig_19358590.region001	1.1581259376093
41	41	1	2061	GD_ST_contig_18008730/GD_ST_contig_18008730.region001	1.05865907062431
14	14	1	3789	HN_SY_contig_8168331/HN_SY_contig_8168331.region001	0.92819226909979
1	1	1	2068	GD_ST_contig_14122494/GD_ST_contig_14122494.region001	0.371500849855822
153	153	1	379	HN_SY_contig_21369360/HN_SY_contig_21369360.region001	1.3233728634271
22	22	1	1673	FJ_XM_contig_28702822/FJ_XM_contig_28702822.region001	0.846377277865577
38	38	1	1790	GD_ST_contig_15044109/GD_ST_contig_15044109.region001	0.771690503794386
22	22	1	3577	HN_SY_contig_20875816/HN_SY_contig_20875816.region001	1.0449652660732
223	223	1	5370	SD_DY_contig_9247503/SD_DY_contig_9247503.region001	1.15945134113357
210	210	1	4941	SD_DY_contig_5714732/SD_DY_contig_5714732.region001	1.20593467167178
11	11	1	2334	GD_ZH_contig_19892805/GD_ZH_contig_19892805.region001	1.20220892706351
237	237	1	3264	HN_SY_contig_3640510/HN_SY_contig_3640510.region001	1.21693084772412
26	26	1	4241	JS_YC_contig_25899018/JS_YC_contig_25899018.region001	0.942025571662902
368	368	1	5949	SD_DY_contig_17761177/SD_DY_contig_17761177.region001	1.23160195370767
10	10	1	6791	SD_QD_contig_10967542/SD_QD_contig_10967542.region001	1.16243511342288
537	537	1	7140	ZJ_NB_contig_23180299/ZJ_NB_contig_23180299.region001	0.833907190685188
259	259	1	3234	HN_SY_contig_2000546/HN_SY_contig_2000546.region001	1.07509430652494
393	393	1	5228	SD_DY_contig_28848813/SD_DY_contig_28848813.region001	1.12683332416425
38	38	1	3338	HN_SY_contig_6682293/HN_SY_contig_6682293.region001	0.719867980039895
267	267	1	3272	HN_SY_contig_33189836/HN_SY_contig_33189836.region001	1.08231793524587
