#BGC Name	Family Number
ZJ_NB_contig_18715946.region001	9532
ZJ_NB_contig_19985142.region001	9546
ZJ_NB_contig_24271482.region001	9607
ZJ_NB_contig_25364155.region001	9627
ZJ_NB_contig_3103871.region001	9674
ZJ_NB_contig_530492.region001	9715
ZJ_NB_contig_8023283.region001	9764
ZJ_WZ_contig_10680920.region001	9813
ZJ_WZ_contig_14331445.region001	9886
ZJ_WZ_contig_21250997.region001	10021
ZJ_WZ_contig_24268670.region001	10078
ZJ_WZ_contig_24587712.region001	10084
GD_ST_contig_13196503.region001	10225
ZJ_WZ_contig_6565995.region001	10225
ZJ_WZ_contig_9910845.region001	10290
