bgc_name	membership_value	genome_name	Completeness (%)	Contamination (%)	GC (%)	N50 (bp)	Genome length (bp)	# of contigs	# of predicted genes	Longest contig	Coding density	Marker lineage in checkm	# markers in checkm	Strain heterogeneity	GTDB taxonomy	NCBI taxonomy	Metabolic pathways evaluated by KEGG-Decoder module (sulphate reduction bacteria within Deltaproteobacteria and Thermodesulfobacteria, and ammonia oxidation archaea within Thaumarchaeota)	Unnamed: 16	Unnamed: 17	Unnamed: 18	Unnamed: 19	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24	Unnamed: 25	Unnamed: 26	Unnamed: 27	Unnamed: 28	Unnamed: 29
FJ_XM_contig_7439548.region001	0.0	FJ_XM_bin_95	0.8994708994708995	0.37208833316527173	0.5242718446601943	0.0396085409252669	0.2959971314264749	0.14961439588688946	0.2771297800088587	0.052976014853088275	0.7160951148266768	k__Bacteria (UID2569)	0.30016863406408095	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAADJA01;g__JAADJA01;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FJ_XM_contig_8618480.region001	0.9655772633738452	FJ_XM_bin_118	0.6536426536426537	0.0022184128264596146	0.5145631067961166	0.02143169997262524	0.23020266356169874	0.20976863753213368	0.2840690978886756	0.07481667518224538	0.589389174389191	c__Deltaproteobacteria (UID3217)	0.30354131534569984	1.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__JABDQA01;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfofustis;s__	Sulphate reduction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JS_YC_contig_8132437.region001	0.0	JS_YC_bin_99	0.8384208384208385	0.21004335988706263	0.38106796116504865	0.04078565562551328	0.3055200863466683	0.1588688946015424	0.3488852797873911	0.10942494656774203	0.46887392645039955	c__Deltaproteobacteria (UID3217)	0.30354131534569984	0.25	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__MADRE3;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	Sulphate reduction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FJ_XM_contig_8771700.region001	0.0	FJ_XM_bin_7	0.8123728123728124	0.506907330846022	0.6577669902912623	0.09581166164796058	0.24985089665235394	0.07660668380462725	0.26221762882031596	0.17134303869430992	0.7576991790426766	c__Gammaproteobacteria (UID4202)	0.642495784148398	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GD_ST_contig_15982840.region001	0.0	GD_ST_bin_3	0.9910459910459911	0.04376323484924877	0.6529126213592233	0.36265808924171916	0.43088232154726397	0.055012853470437016	0.47084010039864166	0.5214527817157332	0.4734033314053554	c__Alphaproteobacteria (UID3305)	0.41989881956155145	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SD_QD_contig_17702344.region001	0.0	SD_QD_bin_281	0.058404558404558354	0.782293032166986	0.6747572815533982	0.0046756090884204765	0.23539212341137847	0.4493573264781491	0.36113981987302524	0.013970826346960659	0.5626611074918945	k__Bacteria (UID203)	0.006745362563237774	0.8332999999999999	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JS_YC_contig_16058719.region001	0.0	JS_YC_bin_130	0.9202279202279202	0.11071896742966623	0.5679611650485437	0.27935669312893513	0.516618223908663	0.07917737789203085	0.5312269304591761	0.4813264153251632	0.7995692251454543	k__Bacteria (UID2495)	0.07925801011804384	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GD_ST_contig_18775541.region001	0.0	GD_ST_bin_148	0.8451363451363452	0.10950892406977918	0.6771844660194175	0.253495756912127	0.22714835158937233	0.017480719794344474	0.2533589251439539	0.5205302207094077	0.7633196916458883	c__Alphaproteobacteria (UID3305)	0.41989881956155145	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FJ_XM_contig_14643173.region001	0.716681615171221	FJ_XM_bin_21	0.43080993080993085	0.173842896037108	0.7208737864077671	0.04431426225020531	0.27238386492521194	0.1686375321336761	0.3174368817363059	0.08889688473744432	0.8579278263831499	k__Bacteria (UID203)	0.006745362563237774	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Woeseiaceae;g__Woeseia;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HN_SY_contig_14027799.region001	0.7961498363332892	HN_SY_bin_100	0.3833943833943835	0.7658566098618533	0.4635922330097088	0.016901177114700246	0.05904806151174934	0.11311053984575835	0.08829174664107485	0.02291578212592022	0.7217553454954732	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.1613	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__Thiohalophilus;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Thioalkalispiraceae;g__Thiohalophilus;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HN_SY_contig_14244818.region001	0.9271313372914949	HN_SY_bin_56	0.5944240944240943	0.4804880508218211	0.7936893203883495	0.02971256501505612	0.3089962899348215	0.19794344473007713	0.3482946995423003	0.06193248465396766	0.7419474542472227	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.3103	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1844;s__	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LN_DD_contig_1830857.region001	0.0	LN_DD_bin_194	0.9564509564509565	0.13996168196027023	0.20145631067961178	0.16429236244182863	0.12591932993287244	0.01696658097686375	0.14720212608888233	0.30008563553802864	0.6905271869397074	c__Betaproteobacteria (UID3888)	0.4839797639123103	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__GCA-2401735;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LN_DD_contig_21844107.region001	0.9107335217698261	LN_DD_bin_167	0.15791615791615787	0.521528688111324	0.5194174757281553	0.04343279496304407	0.15309491512054485	0.11156812339331619	0.1748117525468773	0.2683184490612474	0.9383128304117326	k__Bacteria (UID203)	0.006745362563237774	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Woeseiaceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LN_DD_contig_22189433.region001	0.87196024429723	LN_DD_bin_19	0.14387464387464388	0.173842896037108	0.75	0.1015083493019436	0.1865534048088649	0.06478149100257069	0.2083271814557803	0.25890717539453517	0.8336477099730839	k__Bacteria (UID203)	0.006745362563237774	1.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LN_DD_contig_9188250.region001	0.9271313372914949	LN_DD_bin_155	0.36833536833536823	0.0	0.6626213592233011	0.2028250752805913	0.07777652746052485	0.015938303341902313	0.07677543186180422	0.2589431567130346	0.7737586136378011	k__Bacteria (UID203)	0.006745362563237774	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Woeseiaceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SD_DY_contig_9762380.region001	0.8940283870172303	SD_DY_bin_353	0.47354497354497344	0.0	0.8422330097087378	0.10865316178483438	0.3213869741144528	0.07609254498714653	0.33589251439539347	0.19107807226488008	0.7812511720330255	k__Bacteria (UID203)	0.006745362563237774	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SD_QD_contig_21321412.region001	0.9298546276990394	SD_QD_bin_76	0.5545380545380545	0.43198547947968136	0.5922330097087379	0.21076923076923076	0.2970586145913953	0.09717223650385604	0.3174368817363059	0.3298781672555609	0.9010782685695113	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.069	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJ_WZ_contig_24681133.region001	0.0	ZJ_WZ_bin_66	0.6998371998371998	0.28395684178683067	0.8616504854368935	0.18969340268272653	0.25516325746158985	0.031362467866323906	0.26133175845267975	0.1906808385086463	0.7791620554759218	c__Gammaproteobacteria (UID4267)	0.7487352445193929	0.07690000000000001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GD_ST_contig_21330448.region001	0.0	GD_ST_bin_3	0.9910459910459911	0.04376323484924877	0.6529126213592233	0.36265808924171916	0.43088232154726397	0.055012853470437016	0.47084010039864166	0.5214527817157332	0.4734033314053554	c__Alphaproteobacteria (UID3305)	0.41989881956155145	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GD_ST_contig_22097523.region001	0.0	GD_ST_bin_5	0.43854293854293847	0.086921448018554	0.8325242718446604	0.03427867506159321	0.29690049569249627	0.1455012853470437	0.3497711501550273	0.06030181129957326	0.6909210009199228	k__Bacteria (UID203)	0.006745362563237774	1.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GD_ST_contig_26210141.region001	0.0	GD_ST_bin_38	0.9137159137159139	0.21538771805989718	0.8155339805825244	0.08053928278127566	0.3316806229812251	0.08688946015424165	0.40041340617156357	0.12330078223386418	0.7222159125270916	k__Bacteria (UID1453)	0.11973018549747048	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SD_DY_contig_17932626.region001	3.742811907099335e-08	SD_DY_bin_322	0.9129019129019129	0.22496722799233637	0.8859223300970877	0.1428907747057213	0.3754886036798646	0.07917737789203085	0.443082828879374	0.23855038464029477	0.8717917313503128	k__Bacteria (UID1453)	0.11973018549747048	0.25	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA11606;g__VXYK01;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJ_NB_contig_10317887.region001	5.2931353604313693e-08	ZJ_NB_bin_104	0.9074074074074074	0.4640516285166886	0.2500000000000001	0.104530522857925	0.3245450101547069	0.06580976863753213	0.3738372951424775	0.24369571318571398	0.1322642275875636	k__Bacteria (UID3187)	0.13659359190556492	0.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__UBA6902;f__UBA6902;g__;s__	d__Bacteria;p__Deferribacteres;c__Deferribacteres;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SD_QD_contig_10380044.region001	0.0	SD_QD_bin_125	0.9696784696784698	0.15105374609256833	0.23786407766990303	0.07298658636736928	0.4086952609800067	0.14755784061696658	0.4234460357301048	0.13363893466512186	0.7146311913863315	o__Cytophagales (UID2936)	0.596964586846543	0.2857	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZJ_NB_contig_5940340.region001	0.0	ZJ_NB_bin_175	0.8770858770858769	0.2350509226580619	0.1771844660194176	0.08372570490008212	0.39052437220103314	0.15526992287917737	0.42078842462719623	0.195095026662157	0.7224339337975891	o__Cytophagales (UID2936)	0.596964586846543	0.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__SZUA-230;s__	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GD_ST_contig_4723645.region001	0.0	GD_ST_bin_100	0.7757427757427758	0.049309266915397804	0.6092233009708738	0.20876539830276486	0.26935029776647107	0.02879177377892031	0.32540971504503174	0.23946862788840034	0.5959282670258466	f__Rhodobacteraceae (UID3360)	0.8128161888701517	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseobacter;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GD_ST_contig_6145992.region001	0.0	GD_ST_bin_135	0.9928774928774929	0.12897045477462943	0.8543689320388349	0.51	0.251841795709659	0.0010282776349614395	0.27432452384467737	0.7299026345521406	0.6832524393977528	o__Sphingomonadales (UID3310)	0.790893760539629	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp003355005	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GD_ZH_contig_17932586.region001	0.7316662451204544	GD_ZH_bin_20	0.8768823768823769	0.328728446102652	0.7815533980582524	0.1631590473583356	0.3947160306391248	0.06375321336760925	0.44529750479846447	0.24021128230222868	0.56623397749907	c__Alphaproteobacteria (UID3305)	0.41989881956155145	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__WHUA01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
